機種,品番,摘要,檢印,建立日期
CS-PX36GA2,C3932-1687,2021機種,簡詞帟,2020/9/11
CS-PX40GA2,C3932-1688,2021機種,簡詞帟,2020/9/11
CS-PX50GA2,C3932-1689,2021機種,簡詞帟,2020/9/11
CS-PX63GA2,C3932-1690,2021機種,簡詞帟,2020/9/11
CS-PX71GA2,C3932-1691,2021機種,簡詞帟,2020/9/11
CS-PX80GA2,C3932-1692,2021機種,簡詞帟,2020/9/11
CS-PX90GA2,C3932-1693,2021機種,簡詞帟,2020/9/11
CS-PX110GA2,C3932-1694,2021機種,簡詞帟,2020/9/11
CS-PX125GA2,C3932-1695,2021機種,簡詞帟,2020/9/11
CU-QX22FHA2-03,C3932-1696,2021機種,劉俊佑,2020/9/14
CU-QX22FHCA2-03,C3932-1697,2021機種,劉俊佑,2020/9/14
CU-QX28FHA2-03,C3932-1698,2021機種,劉俊佑,2020/9/14
CU-QX28FHCA2-03,C3932-1699,2021機種,劉俊佑,2020/9/14
CU-22EJH-03,C3932-1700,2021機種,劉俊佑,2021/3/24
CU-22EJC-03,C3932-1701,2021機種,劉俊佑,2021/3/24
CU-28EJH-03,C3932-1702,2021機種,劉俊佑,2021/3/24
CU-28EJC-03,C3932-1703,2021機種,劉俊佑,2021/3/24
CU-QX50FHA2-03,C3932-1704,2021機種,劉俊佑,2020/9/14
CU-QX50FHCA2-03,C3932-1705,2021機種,劉俊佑,2020/9/14
CU-QX63FHA2-03,C3932-1706,2021機種,劉俊佑,2020/9/14
CU-QX63FHCA2-03,C3932-1707,2021機種,劉俊佑,2020/9/14
CU-QX71FHA2-03,C3932-1708,2021機種,劉俊佑,2020/9/14
CU-QX71FHCA2-03,C3932-1709,2021機種,劉俊佑,2020/9/14
CU-QX80FHA2-03,C3932-1710,2021機種,劉俊佑,2020/9/14
CU-QX80FHCA2-03,C3932-1711,2021機種,劉俊佑,2020/9/14
CU-QX90FHA2-03,C3932-1712,2021機種,劉俊佑,2020/9/14
CU-QX90FHCA2-03,C3932-1713,2021機種,劉俊佑,2020/9/14
CU-QX110FHA2-03,C3932-1714,2021機種,劉俊佑,2020/9/14
CU-QX110FHCA2-03,C3932-1715,2021機種,劉俊佑,2020/9/14
CU-LJ22BHA2-03,C3932-1716,2021機種,劉俊佑,2020/9/14
CU-LJ22BCA2-03,C3932-1717,2021機種,劉俊佑,2020/9/14
CU-LJ28BHA2-03,C3932-1718,2021機種,劉俊佑,2020/9/14
CU-LJ28BHCA2-03,C3932-1719,2021機種,劉俊佑,2020/9/14
CU-LJ36BHA2-03,C3932-1720,2021機種,劉俊佑,2020/9/14
CU-LJ36BCA2-03,C3932-1721,2021機種,劉俊佑,2020/9/14
CU-LJ40BHA2-03,C3932-1722,2021機種,劉俊佑,2020/9/14
CU-LJ40BCA2-03,C3932-1723,2021機種,劉俊佑,2020/9/14
CU-LJ50BHA2-03,C3932-1724,2021機種,劉俊佑,2020/9/14
CU-LJ50BHCA2-03,C3932-1725,2021機種,劉俊佑,2020/9/14
CU-LJ63BHA2-03,C3932-1726,2021機種,劉俊佑,2020/9/14
CU-LJ63BCA2-03,C3932-1727,2021機種,劉俊佑,2020/9/14
CU-LJ71BHA2-03,C3932-1728,2021機種,劉俊佑,2020/9/14
CU-LJ71BHCA2-03,C3932-1729,2021機種,劉俊佑,2020/9/14
CU-LJ80BHA2-03,C3932-1730,2021機種,劉俊佑,2020/9/14
CU-LJ80BCA2-03,C3932-1731,2021機種,劉俊佑,2020/9/14
CU-LJ90BHA2-03,C3932-1732,2021機種,劉俊佑,2020/9/14
CU-LJ90BCA2-03,C3932-1733,2021機種,劉俊佑,2020/9/14
CU-K22FHA2,C3932-1734,2021機種,劉俊佑,2020/9/14
CU-K22FCA2,C3932-1735,2021機種,劉俊佑,2020/9/14
CU-K28FHA2,C3932-1736,2021機種,劉俊佑,2020/9/14
CU-K28FCA2,C3932-1737,2021機種,劉俊佑,2020/9/14
CU-K36FHA2,C3932-1738,2021機種,劉俊佑,2020/9/14
CU-K36FCA2,C3932-1739,2021機種,劉俊佑,2020/9/14
CU-K40FHA2,C3932-1740,2021機種,劉俊佑,2020/9/14
CU-K40FCA2,C3932-1741,2021機種,劉俊佑,2020/9/14
CU-K50FHA2,C3932-1742,2021機種,劉俊佑,2020/9/14
CU-K50FCA2,C3932-1743,2021機種,劉俊佑,2020/9/14
CU-K63FHA2,C3932-1744,2021機種,劉俊佑,2020/9/14
CU-K63FCA2,C3932-1745,2021機種,劉俊佑,2020/9/14
CU-K71FHA2,C3932-1746,2021機種,劉俊佑,2020/9/14
CU-K71FCA2,C3932-1747,2021機種,劉俊佑,2020/9/14
CU-K80FHA2,C3932-1748,2021機種,劉俊佑,2020/9/14
CU-K80FCA2,C3932-1749,2021機種,劉俊佑,2020/9/14
CU-K90FHA2,C3932-1750,2021機種,劉俊佑,2020/9/14
CU-K90FCA2,C3932-1751,2021機種,劉俊佑,2020/9/14
CU-PX22GHA2,C3932-1752,2021機種,劉俊佑,2020/9/14
CU-PX22GCA2,C3932-1753,2021機種,劉俊佑,2020/9/14
CU-PX28GHA2,C3932-1754,2021機種,劉俊佑,2020/9/14
CU-PX28GCA2,C3932-1755,2021機種,劉俊佑,2020/9/14
CU-PX36GHA2,C3932-1756,2021機種,劉俊佑,2020/9/14
CU-PX36GCA2,C3932-1757,2021機種,劉俊佑,2020/9/14
CU-PX40GHA2,C3932-1758,2021機種,劉俊佑,2020/9/14
CU-PX40GCA2,C3932-1759,2021機種,劉俊佑,2020/9/14
CU-PX50GHA2,C3932-1760,2021機種,劉俊佑,2020/9/14
CU-PX50GCA2,C3932-1761,2021機種,劉俊佑,2020/9/14
CU-PX63GHA2,C3932-1762,2021機種,劉俊佑,2020/9/14
CU-PX63GCA2,C3932-1763,2021機種,劉俊佑,2020/9/14
CU-PX71GHA2,C3932-1764,2021機種,劉俊佑,2020/9/14
CU-PX71GCA2,C3932-1765,2021機種,劉俊佑,2020/9/14
CU-PX80GHA2,C3932-1766,2021機種,劉俊佑,2020/9/14
CU-PX80GCA2,C3932-1767,2021機種,劉俊佑,2020/9/14
CU-PX90GHA2,C3932-1768,2021機種,劉俊佑,2020/9/14
CU-PX90GCA2,C3932-1769,2021機種,劉俊佑,2020/9/14
CU-PX110GHA2,C3932-1770,2021機種,劉俊佑,2020/9/14
CU-PX110GCA2,C3932-1771,2021機種,劉俊佑,2020/9/14
CU-PX125GHA2,C3932-1772,2021機種,劉俊佑,2020/9/14
CU-PX125GCA2,C3932-1773,2021機種,劉俊佑,2020/9/14
CS-QX,C3932-1774,2021機種,蘇俊安,2020/10/7
CS-LJ/K,C3932-1775,2021機種,蘇俊安,2020/10/7
CS-40FL,C3932-1776,2021機種(中信局),陳彥宏,2020/11/5
CS-50FL,C3932-1777,2021機種(中信局),陳彥宏,2020/11/5
CS-63FL,C3932-1778,2021機種(中信局),陳彥宏,2020/11/5
CS-71FL,C3932-1779,2021機種(中信局),陳彥宏,2020/11/5
CS-80FL,C3932-1780,2021機種(中信局),陳彥宏,2020/11/5
CS-90FL,C3932-1781,2021機種(中信局),陳彥宏,2020/11/5
CS-100FL,C3932-1782,2021機種(中信局),陳彥宏,2020/11/5
CS-63FD,C3932-1783,2021機種(中信局),陳彥宏,2020/11/5
CS-71FD,C3932-1784,2021機種(中信局),陳彥宏,2020/11/5
CS-80FD,C3932-1785,2021機種(中信局),陳彥宏,2020/11/5
CS-90FD,C3932-1786,2021機種(中信局),陳彥宏,2020/11/5
CS-100FD,C3932-1787,2021機種(中信局),陳彥宏,2020/11/5
CU-40FLC,C3932-1788,2021機種(中信局),陳彥宏,2020/11/5
CU-50FLC,C3932-1789,2021機種(中信局),陳彥宏,2020/11/5
CU-63FLC,C3932-1790,2021機種(中信局),陳彥宏,2020/11/5
CU-71FLC,C3932-1791,2021機種(中信局),陳彥宏,2020/11/5
CU-80FLC,C3932-1792,2021機種(中信局),陳彥宏,2020/11/5
CU-90FLC,C3932-1793,2021機種(中信局),陳彥宏,2020/11/5
CU-100FLC,C3932-1794,2021機種(中信局),陳彥宏,2020/11/5
F-Y20JH,C3932-1795,2020年台灣向空氣清淨除濕機,林純玄,2020/11/17
F-Y26JH,C3932-1796,2020年台灣向空氣清淨除濕機,林純玄,2020/11/17
F-Y32JH,C3932-1797,2020年台灣向空氣清淨除濕機,林純玄,2020/11/17
F-Y36JH,C3932-1798,2020年台灣向空氣清淨除濕機,林純玄,2020/11/17
CS-J22~125BDA2-01,C3932-1799,2021年 CS-J DUCT 全機種主控板 (乾燥防霉機能對應),高士淵,2020/12/1
CS-P71/80/90BUA2-01,C3932-1800,2021年 CS-P 四方吹 全機種主控板 (乾燥防霉機能對應),高士淵,2020/12/1
CS-J22BDA2-01,C3932-1801,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J28BDA2-01,C3932-1802,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J36BDA2-01,C3932-1803,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J40BDA2-01,C3932-1804,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J50BDA2-01,C3932-1805,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J63BDA2-01,C3932-1806,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J71BDA2-01,C3932-1807,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J80BDA2-01,C3932-1808,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J90BDA2-01,C3932-1809,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J110BDA2-01,C3932-1810,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-J125BDA2-01,C3932-1811,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-P71BUA2-01,C3932-1812,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-P80BUA2-01,C3932-1813,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-P90BUA2-01,C3932-1814,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-P110BUA2-01,C3932-1815,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-P125BUA2-01,C3932-1816,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/1
CS-RX22GDA2,C3932-1817,2021年 新機種,陳彥宏,2020/12/9
CS-RX28GDA2,C3932-1818,2021年 新機種,陳彥宏,2020/12/9
CU-RX22GDHA2,C3932-1819,2021年 新機種,陳彥宏,2020/12/9
CU-RX22GDCA2,C3932-1820,2021年 新機種,陳彥宏,2020/12/9
CU-RX28GDHA2,C3932-1821,2021年 新機種,陳彥宏,2020/12/9
CU-RX28GDCA2,C3932-1822,2021年 新機種,陳彥宏,2020/12/9
CS-22ED-01,C3932-1823,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-28ED-01,C3932-1824,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-36ED-01,C3932-1825,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-40ED-01,C3932-1826,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-50ED-01,C3932-1827,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-63ED-01,C3932-1828,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-71ED-01,C3932-1829,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-80ED-01,C3932-1830,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-90ED-01,C3932-1831,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-110ED-01,C3932-1832,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-125ED-01,C3932-1833,2021年 CS-J DUCT 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-71EU-01,C3932-1834,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-80EU-01,C3932-1835,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-90EU-01,C3932-1836,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-110EU-01,C3932-1837,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CS-125EU-01,C3932-1838,2021年 CS-P 四方吹 全機種 (乾燥防霉/急速...機能對應),陳彥宏,2020/12/14
CU-U12~18YWA,C3932-1839,窗分離室外機(大),蘇俊安,2021.01.04
CU-U9YWA,C3932-1840,窗分離室外機(小),蘇俊安,2021.01.04
KSA-282DC09R,C3932-1841,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-362DC09R,C3932-1842,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-412DC09R,C3932-1843,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-502DC09R,C3932-1844,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-632DC09R,C3932-1845,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-722DC09R,C3932-1846,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-852DC09R,C3932-1847,2021 KOLIN 新機種 (內機冷專),劉俊佑,2021/1/22
KSA-282DV09R,C3932-1848,2021 KOLIN 新機種 (內機冷暖),劉俊佑,2021/1/22
KSA-412DV09R,C3932-1849,2021 KOLIN 新機種 (內機冷暖),劉俊佑,2021/1/22
KSA-502DV09R,C3932-1850,2021 KOLIN 新機種 (內機冷暖),劉俊佑,2021/1/22
KDC-28209R,C3932-1851,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-36209R,C3932-1852,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-41209R,C3932-1853,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-50209R,C3932-1854,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-63209R,C3932-1855,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-72209R,C3932-1856,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDC-85209R,C3932-1857,2021 KOLIN 新機種 (外機冷專),劉俊佑,2021/1/22
KDV-28209R,C3932-1858,2021 KOLIN 新機種 (外機冷暖),劉俊佑,2021/1/22
KDV-41209R,C3932-1859,2021 KOLIN 新機種 (外機冷暖),劉俊佑,2021/1/22
KDV-50209R,C3932-1860,2021 KOLIN 新機種 (外機冷暖),劉俊佑,2021/1/22
CS-RX22GA2,C3932-1861,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX28GA2,C3932-1862,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX36GA2,C3932-1863,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX40GA2,C3932-1864,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX50GA2,C3932-1865,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX63GA2,C3932-1866,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX71GA2,C3932-1867,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX80GA2,C3932-1868,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX90GA2,C3932-1869,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX110GA2,C3932-1870,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-RX125GA2,C3932-1871,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX22GHA2,C3932-1872,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX28GHA2,C3932-1873,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX36GHA2,C3932-1874,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX40GHA2,C3932-1875,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX50GHA2,C3932-1876,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX63GHA2,C3932-1877,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX71GHA2,C3932-1878,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX80GHA2,C3932-1879,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX90GHA2,C3932-1880,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX110GHA2,C3932-1881,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-RX125GHA2,C3932-1882,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K22FA2,C3932-1883,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K28FA2,C3932-1884,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K36FA2,C3932-1885,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K40FA2,C3932-1886,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K50FA2,C3932-1887,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K63FA2,C3932-1888,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K71FA2,C3932-1889,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K80FA2,C3932-1890,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K90FA2,C3932-1891,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-K110FA2,C3932-1892,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K22FHA2,C3932-1893,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K28FHA2,C3932-1894,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K36FHA2,C3932-1895,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K40FHA2,C3932-1896,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K50FHA2,C3932-1897,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K63FHA2,C3932-1898,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K71FHA2,C3932-1899,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K80FHA2,C3932-1900,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K90FHA2,C3932-1901,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K110FHA2,C3932-1902,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K22FCA2,C3932-1903,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K28FCA2,C3932-1904,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K36FCA2,C3932-1905,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K40FCA2,C3932-1906,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K50FCA2,C3932-1907,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K63FCA2,C3932-1908,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K71FCA2,C3932-1909,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K80FCA2,C3932-1910,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K90FCA2,C3932-1911,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-K110FCA2,C3932-1912,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ22BA2-03,C3932-1913,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ28BA2-03,C3932-1914,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ36BA2-03,C3932-1915,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ40BA2-03,C3932-1916,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ50BA2-03,C3932-1917,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ63BA2-03,C3932-1918,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ71BA2-03,C3932-1919,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ80BA2-03,C3932-1920,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ90BA2-03,C3932-1921,2021 B 2 B 機種,簡詞帟,2021/1/22
CS-LJ110BA2-03,C3932-1922,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ50BHA2-03,C3932-1923,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ63BHA2-03,C3932-1924,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ71BHA2-03,C3932-1925,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ80BHA2-03,C3932-1926,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ90BHA2-03,C3932-1927,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ110BHA2-03,C3932-1928,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ50BCA2-03,C3932-1929,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ63BCA2-03,C3932-1930,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ71BCA2-03,C3932-1931,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ80BCA2-03,C3932-1932,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ90BCA2-03,C3932-1933,2021 B 2 B 機種,簡詞帟,2021/1/22
CU-LJ110BCA2-03,C3932-1934,2021 B 2 B 機種,簡詞帟,2021/1/22
F-YAU21H香港向除濕機,C3932-1935,2021新機種,張哲瑜,2021/1/26
F-YAU25H香港向除濕機,C3932-1936,2021新機種,張哲瑜,2021/1/26
F-CYU60XC中國向除濕機,C3932-1937,2021新機種,張哲瑜,2021/1/29
F-CYU90XC中國向除濕機,C3932-1938,2021新機種,張哲瑜,2021/1/29
M3-83EH,C3932-1939,2021新機種,周庚丘,2021/3/10
M3-83EC,C3932-1940,2021新機種,周庚丘,2021/3/10
CS-U9/12/18YWA,C3932-1941,2021新機種,蘇俊安,2021/3/18
VRF 四方吹 S-22~160U1T6,C3932-1942,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-22U1T6,C3932-1943,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-28U1T6,C3932-1944,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-36U1T6,C3932-1945,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-45U1T6,C3932-1946,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-56U1T6,C3932-1947,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-60U1T6,C3932-1948,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-73U1T6,C3932-1949,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-90U1T6,C3932-1950,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-106U1T6,C3932-1951,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-140U1T6,C3932-1952,2021新機種,高士淵,2021/3/18
VRF 四方吹 S-160U1T6,C3932-1953,2021新機種,高士淵,2021/3/18
空調箱,C3932-1954,2021新機種,高士淵,2021/3/18
空調箱,C3932-1955,2021新機種,高士淵,2021/3/18
空調箱,C3932-1956,2021新機種,高士淵,2021/3/18
CS-LJ110BA2,C3932-1957,2021.6月新機種,陳彥宏,2021/3/31
CU-LJ110BHA2,C3932-1958,2021.6月新機種,陳彥宏,2021/3/31
CU-LJ110BCA2,C3932-1959,2021.6月新機種,陳彥宏,2021/3/31
CS-K110FA2,C3932-1960,2021.6月新機種,陳彥宏,2021/3/31
CU-K110FHA2,C3932-1961,2021.6月新機種,陳彥宏,2021/3/31
CU-K110FCA2,C3932-1962,2021.6月新機種,陳彥宏,2021/3/31
CU-2J56FHA2,C3932-1963,2021.6月新機種,周庚丘,2021/3/31
CU-2J56FCA2,C3932-1964,2021.6月新機種,周庚丘,2021/3/31
M2-56EH,C3932-1965,2021.6月新機種,周庚丘,2021/3/31
M2-56EC,C3932-1966,2021.6月新機種,周庚丘,2021/3/31
CU-U9YWA,C3932-1967,2021.香港窗分離(Panasonic),林信成,2021/4/6
CU-U12YWA,C3932-1968,2021.香港窗分離(Panasonic),林信成,2021/4/6
CU-U18YWA,C3932-1969,2021.香港窗分離(Panasonic),林信成,2021/4/6
RU-U9YWA,C3932-1970,2021.香港窗分離(Rasonic),林信成,2021/4/6
RU-U12YWA,C3932-1971,2021.香港窗分離(Rasonic),林信成,2021/4/6
RU-U18YWA,C3932-1972,2021.香港窗分離(Rasonic),林信成,2021/4/6
CU-QX36~50F,C3932-1973,2021分離式外機P版C3957-3341 (松下MUC+Sansor Less FAN),劉俊佑,2021/6/2
CU-QX22~28F,C3932-1974,2021分離式外機P版C3957-4490 (瑞薩MUC+Sansor Less FAN),劉俊佑,2021/6/16
F-CYU60XC中國向除濕機,C3932-1975,F-CYU60XC店頭展示用仕樣,林純玄,2021/7/12
CS-SX22BDA2,C3932-1976,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX28BDA2,C3932-1977,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX36BDA2,C3932-1978,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX40BDA2,C3932-1979,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX50BDA2,C3932-1980,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX63BDA2,C3932-1981,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX71BDA2,C3932-1982,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX80BDA2,C3932-1983,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX90BDA2,C3932-1984,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX110BDA2,C3932-1985,2022年 DUCT薄型化,陳彥宏,2021/7/29
CS-SX125BDA2,C3932-1986,2022年 DUCT薄型化,陳彥宏,2021/7/29
CU-K22FHA2-02,C3932-1987,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K28FHA2-02,C3932-1988,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K36FHA2-02,C3932-1989,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K40FHA2-02,C3932-1990,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K50FHA2-02,C3932-1991,2022年19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K22FCA2-02,C3932-1992,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K28FCA2-02,C3932-1993,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K36FCA2-02,C3932-1994,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K40FCA2-02,C3932-1995,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-K50FCA2-02,C3932-1996,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-LJ22BHA2-05,C3932-1997,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ28BHA2-05,C3932-1998,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
